1,0,1500,1221.271456,488.6719583
2,0.0005,1481.532511,1069.994178,260.805285
3,0.001,1426.584774,892.3700916,26.51672009
4,0.0015,1336.509786,692.7728924,-208.4247745
5,0.002,1213.525492,476.1173254,-438.2341594
6,0.0025,1060.660172,247.7381697,-657.2527649
7,0.003,881.6778784,13.25887803,-860.0876261
8,0.0035,680.9857496,-221.5468912,-1041.744275
9,0.004,463.5254916,-450.8974407,-1197.749723
10,0.0045,234.6516976,-669.1453987,-1324.262598
11,0.005,-5.74248E-13,-870.9167763,-1418.167732
12,0.0055,-234.6516976,-1051.243292,-1477.152871
13,0.006,-463.5254916,-1205.68471,-1499.765603
14,0.0065,-680.9857496,-1330.438168,-1485.449129
15,0.007,-881.6778784,-1422.431823,-1434.555967
16,0.0075,-1060.660172,-1479.400486,-1348.339276
17,0.008,-1213.525492,-1499.9414,-1228.921997
18,0.0085,-1336.509786,-1483.548777,-1079.244581
19,0.009,-1426.584774,-1430.626261,-902.9925805
20,0.0095,-1481.532511,-1342.476978,-704.5059061
21,0.01,-1500,-1221.271456,-488.6719583
22,0.0105,-1481.532511,-1069.994178,-260.805285
23,0.011,-1426.584774,-892.3700916,-26.51672009
24,0.0115,-1336.509786,-692.7728924,208.4247745
25,0.012,-1213.525492,-476.1173254,438.2341594
26,0.0125,-1060.660172,-247.7381697,657.2527649
27,0.013,-881.6778784,-13.25887803,860.0876261
28,0.0135,-680.9857496,221.5468912,1041.744275
29,0.014,-463.5254916,450.8974407,1197.749723
30,0.0145,-234.6516976,669.1453987,1324.262598
31,0.015,5.05341E-12,870.9167763,1418.167732
32,0.0155,234.6516976,1051.243292,1477.152871
33,0.016,463.5254916,1205.68471,1499.765603
34,0.0165,680.9857496,1330.438168,1485.449129
35,0.017,881.6778784,1422.431823,1434.555967
36,0.0175,1060.660172,1479.400486,1348.339276
37,0.018,1213.525492,1499.9414,1228.921997
38,0.0185,1336.509786,1483.548777,1079.244581
39,0.019,1426.584774,1430.626261,902.9925805
40,0.0195,1481.532511,1342.476978,704.5059061
41,0.02,1500,1221.271456,488.6719583
42,0.0205,1481.532511,1069.994178,260.805285
43,0.021,1426.584774,892.3700916,26.51672009
44,0.0215,1336.509786,692.7728924,-208.4247745
45,0.022,1213.525492,476.1173254,-438.2341594
46,0.0225,1060.660172,247.7381697,-657.2527649
47,0.023,881.6778784,13.25887803,-860.0876261
48,0.0235,680.9857496,-221.5468912,-1041.744275
49,0.024,463.5254916,-450.8974407,-1197.749723
50,0.0245,234.6516976,-669.1453987,-1324.262598
51,0.025,-8.86644E-12,-870.9167763,-1418.167732
52,0.0255,-234.6516976,-1051.243292,-1477.152871
53,0.026,-463.5254916,-1205.68471,-1499.765603
54,0.0265,-680.9857496,-1330.438168,-1485.449129
55,0.027,-881.6778784,-1422.431823,-1434.555967
56,0.0275,-1060.660172,-1479.400486,-1348.339276
57,0.028,-1213.525492,-1499.9414,-1228.921997
58,0.0285,-1336.509786,-1483.548777,-1079.244581
59,0.029,-1426.584774,-1430.626261,-902.9925805
60,0.0295,-1481.532511,-1342.476978,-704.5059061
61,0.03,-1500,-1221.271456,-488.6719583
62,0.0305,-1481.532511,-1069.994178,-260.805285
63,0.031,-1426.584774,-892.3700916,-26.51672009
64,0.0315,-1336.509786,-692.7728924,208.4247745
65,0.032,-1213.525492,-476.1173254,438.2341594
66,0.0325,-1060.660172,-247.7381697,657.2527649
67,0.033,-881.6778784,-13.25887803,860.0876261
68,0.0335,-680.9857496,221.5468912,1041.744275
69,0.034,-463.5254916,450.8974407,1197.749723
70,0.0345,-234.6516976,669.1453987,1324.262598
71,0.035,1.26795E-11,870.9167763,1418.167732
72,0.0355,234.6516976,1051.243292,1477.152871
73,0.036,463.5254916,1205.68471,1499.765603
74,0.0365,680.9857496,1330.438168,1485.449129
75,0.037,881.6778784,1422.431823,1434.555967
76,0.0375,1060.660172,1479.400486,1348.339276
77,0.038,1213.525492,1499.9414,1228.921997
78,0.0385,1336.509786,1483.548777,1079.244581
79,0.039,1426.584774,1430.626261,902.9925805
80,0.0395,1481.532511,1342.476978,704.5059061
81,0.04,1500,1221.271456,488.6719583
82,0.0405,1481.532511,1069.994178,260.805285
83,0.041,1426.584774,892.3700916,26.51672009
84,0.0415,1336.509786,692.7728924,-208.4247745
85,0.042,1213.525492,476.1173254,-438.2341594
86,0.0425,1060.660172,247.7381697,-657.2527649
87,0.043,881.6778784,13.25887803,-860.0876261
88,0.0435,680.9857496,-221.5468912,-1041.744275
89,0.044,463.5254916,-450.8974407,-1197.749723
90,0.0445,234.6516976,-669.1453987,-1324.262598
91,0.045,-1.51602E-11,-870.9167763,-1418.167732
92,0.0455,-234.6516976,-1051.243292,-1477.152871
93,0.046,-463.5254916,-1205.68471,-1499.765603
94,0.0465,-680.9857496,-1330.438168,-1485.449129
95,0.047,-881.6778784,-1422.431823,-1434.555967
96,0.0475,-1060.660172,-1479.400486,-1348.339276
97,0.048,-1213.525492,-1499.9414,-1228.921997
98,0.0485,-1336.509786,-1483.548777,-1079.244581
99,0.049,-1426.584774,-1430.626261,-902.9925805
100,0.0495,-1481.532511,-1342.476978,-704.5059061
101,0.05,-1500,-1221.271456,-488.6719583
102,0.0505,-1481.532511,-1069.994178,-260.805285
103,0.051,-1426.584774,-892.3700916,-26.51672009
104,0.0515,-1336.509786,-692.7728924,208.4247745
105,0.052,-1213.525492,-476.1173254,438.2341594
106,0.0525,-1060.660172,-247.7381697,657.2527649
107,0.053,-881.6778784,-13.25887803,860.0876261
108,0.0535,-680.9857496,221.5468912,1041.744275
109,0.054,-463.5254916,450.8974407,1197.749723
110,0.0545,-234.6516976,669.1453987,1324.262598
111,0.055,1.7641E-11,870.9167763,1418.167732
112,0.0555,234.6516976,1051.243292,1477.152871
113,0.056,463.5254916,1205.68471,1499.765603
114,0.0565,680.9857496,1330.438168,1485.449129
115,0.057,881.6778784,1422.431823,1434.555967
116,0.0575,1060.660172,1479.400486,1348.339276
117,0.058,1213.525492,1499.9414,1228.921997
118,0.0585,1336.509786,1483.548777,1079.244581
119,0.059,1426.584774,1430.626261,902.9925805
120,0.0595,1481.532511,1342.476978,704.5059061
121,0.06,1500,1221.271456,488.6719583
122,0.0605,1481.532511,1069.994178,260.805285
123,0.061,1426.584774,892.3700916,26.51672009
124,0.0615,1336.509786,692.7728924,-208.4247745
125,0.062,1213.525492,476.1173254,-438.2341594
126,0.0625,1060.660172,247.7381697,-657.2527649
127,0.063,881.6778784,13.25887803,-860.0876261
128,0.0635,680.9857496,-221.5468912,-1041.744275
129,0.064,463.5254916,-450.8974407,-1197.749723
130,0.0645,234.6516976,-669.1453987,-1324.262598
131,0.065,-2.27863E-11,-870.9167763,-1418.167732
132,0.0655,-234.6516976,-1051.243292,-1477.152871
133,0.066,-463.5254916,-1205.68471,-1499.765603
134,0.0665,-680.9857496,-1330.438168,-1485.449129
135,0.067,-881.6778784,-1422.431823,-1434.555967
136,0.0675,-1060.660172,-1479.400486,-1348.339276
137,0.068,-1213.525492,-1499.9414,-1228.921997
