1,0,2000,-896.1472323,-1196.920138
2,0.0005,1975.376681,-1164.817952,-931.5282971
3,0.001,1902.113033,-1404.806989,-643.1991378
4,0.0015,1782.013048,-1610.205015,-339.0322811
5,0.002,1618.033989,-1775.954449,-26.51732441
6,0.0025,1414.213562,-1897.973991,286.6505768
7,0.003,1175.570505,-1973.259115,592.7601894
8,0.0035,907.9809995,-1999.95605,884.274079
9,0.004,618.0339887,-1977.407429,1154.014206
10,0.0045,312.8689301,-1906.168475,1395.338673
11,0.005,-7.65664E-13,-1787.993327,1602.305271
12,0.0055,-312.8689301,-1625.791849,1769.817796
13,0.006,-618.0339887,-1423.557981,1893.751533
14,0.0065,-907.9809995,-1186.27139,1971.054822
15,0.007,-1175.570505,-919.7748605,1999.8242
16,0.0075,-1414.213562,-630.6304215,1979.351269
17,0.008,-1618.033989,-325.9577686,1910.140141
18,0.0085,-1782.013048,-13.25895357,1793.895023
19,0.009,-1902.113033,299.7663409,1633.478256
20,0.0095,-1975.376681,605.4103931,1432.839833
21,0.01,-2000,896.1472323,1196.920138
22,0.0105,-1975.376681,1164.817952,931.5282971
23,0.011,-1902.113033,1404.806989,643.1991378
24,0.0115,-1782.013048,1610.205015,339.0322811
25,0.012,-1618.033989,1775.954449,26.51732441
26,0.0125,-1414.213562,1897.973991,-286.6505768
27,0.013,-1175.570505,1973.259115,-592.7601894
28,0.0135,-907.9809995,1999.95605,-884.274079
29,0.014,-618.0339887,1977.407429,-1154.014206
30,0.0145,-312.8689301,1906.168475,-1395.338673
31,0.015,6.73788E-12,1787.993327,-1602.305271
32,0.0155,312.8689301,1625.791849,-1769.817796
33,0.016,618.0339887,1423.557981,-1893.751533
34,0.0165,907.9809995,1186.27139,-1971.054822
35,0.017,1175.570505,919.7748605,-1999.8242
36,0.0175,1414.213562,630.6304215,-1979.351269
37,0.018,1618.033989,325.9577686,-1910.140141
38,0.0185,1782.013048,13.25895357,-1793.895023
39,0.019,1902.113033,-299.7663409,-1633.478256
40,0.0195,1975.376681,-605.4103931,-1432.839833
41,0.02,2000,-896.1472323,-1196.920138
42,0.0205,1975.376681,-1164.817952,-931.5282971
43,0.021,1902.113033,-1404.806989,-643.1991378
44,0.0215,1782.013048,-1610.205015,-339.0322811
45,0.022,1618.033989,-1775.954449,-26.51732441
46,0.0225,1414.213562,-1897.973991,286.6505768
47,0.023,1175.570505,-1973.259115,592.7601894
48,0.0235,907.9809995,-1999.95605,884.274079
49,0.024,618.0339887,-1977.407429,1154.014206
50,0.0245,312.8689301,-1906.168475,1395.338673
51,0.025,-1.18219E-11,-1787.993327,1602.305271
52,0.0255,-312.8689301,-1625.791849,1769.817796
53,0.026,-618.0339887,-1423.557981,1893.751533
54,0.0265,-907.9809995,-1186.27139,1971.054822
55,0.027,-1175.570505,-919.7748605,1999.8242
56,0.0275,-1414.213562,-630.6304215,1979.351269
57,0.028,-1618.033989,-325.9577686,1910.140141
58,0.0285,-1782.013048,-13.25895357,1793.895023
59,0.029,-1902.113033,299.7663409,1633.478256
60,0.0295,-1975.376681,605.4103931,1432.839833
61,0.03,-2000,896.1472323,1196.920138
62,0.0305,-1975.376681,1164.817952,931.5282971
63,0.031,-1902.113033,1404.806989,643.1991378
64,0.0315,-1782.013048,1610.205015,339.0322811
65,0.032,-1618.033989,1775.954449,26.51732441
66,0.0325,-1414.213562,1897.973991,-286.6505768
67,0.033,-1175.570505,1973.259115,-592.7601894
68,0.0335,-907.9809995,1999.95605,-884.274079
69,0.034,-618.0339887,1977.407429,-1154.014206
70,0.0345,-312.8689301,1906.168475,-1395.338673
71,0.035,1.6906E-11,1787.993327,-1602.305271
72,0.0355,312.8689301,1625.791849,-1769.817796
73,0.036,618.0339887,1423.557981,-1893.751533
74,0.0365,907.9809995,1186.27139,-1971.054822
75,0.037,1175.570505,919.7748605,-1999.8242
76,0.0375,1414.213562,630.6304215,-1979.351269
77,0.038,1618.033989,325.9577686,-1910.140141
78,0.0385,1782.013048,13.25895357,-1793.895023
79,0.039,1902.113033,-299.7663409,-1633.478256
80,0.0395,1975.376681,-605.4103931,-1432.839833
81,0.04,2000,-896.1472323,-1196.920138
82,0.0405,1975.376681,-1164.817952,-931.5282971
83,0.041,1902.113033,-1404.806989,-643.1991378
84,0.0415,1782.013048,-1610.205015,-339.0322811
85,0.042,1618.033989,-1775.954449,-26.51732441
86,0.0425,1414.213562,-1897.973991,286.6505768
87,0.043,1175.570505,-1973.259115,592.7601894
88,0.0435,907.9809995,-1999.95605,884.274079
89,0.044,618.0339887,-1977.407429,1154.014206
90,0.0445,312.8689301,-1906.168475,1395.338673
91,0.045,-2.02136E-11,-1787.993327,1602.305271
92,0.0455,-312.8689301,-1625.791849,1769.817796
93,0.046,-618.0339887,-1423.557981,1893.751533
94,0.0465,-907.9809995,-1186.27139,1971.054822
95,0.047,-1175.570505,-919.7748605,1999.8242
96,0.0475,-1414.213562,-630.6304215,1979.351269
97,0.048,-1618.033989,-325.9577686,1910.140141
98,0.0485,-1782.013048,-13.25895357,1793.895023
99,0.049,-1902.113033,299.7663409,1633.478256
100,0.0495,-1975.376681,605.4103931,1432.839833
101,0.05,-2000,896.1472323,1196.920138
102,0.0505,-1975.376681,1164.817952,931.5282971
103,0.051,-1902.113033,1404.806989,643.1991378
104,0.0515,-1782.013048,1610.205015,339.0322811
105,0.052,-1618.033989,1775.954449,26.51732441
106,0.0525,-1414.213562,1897.973991,-286.6505768
107,0.053,-1175.570505,1973.259115,-592.7601894
108,0.0535,-907.9809995,1999.95605,-884.274079
109,0.054,-618.0339887,1977.407429,-1154.014206
110,0.0545,-312.8689301,1906.168475,-1395.338673
111,0.055,2.35213E-11,1787.993327,-1602.305271
112,0.0555,312.8689301,1625.791849,-1769.817796
113,0.056,618.0339887,1423.557981,-1893.751533
114,0.0565,907.9809995,1186.27139,-1971.054822
115,0.057,1175.570505,919.7748605,-1999.8242
116,0.0575,1414.213562,630.6304215,-1979.351269
117,0.058,1618.033989,325.9577686,-1910.140141
118,0.0585,1782.013048,13.25895357,-1793.895023
